transfer_reference,sender_id,receiver_id,value,ccy,state,transfer_type,purpose_code,created_at
TRF-50446,CUST-1205,EXT-IBAN-857,15514.53,AED,SUCCESS,IBAN,RENT,2026-06-21 19:38:21
TRF-50447,CUST-1008,EXT-IBAN-567,3239.43,AED,INITIATED,IBAN,SALARY,2026-06-06 06:23:21
TRF-50448,CUST-1026,EXT-IBAN-698,7862.82,AED,SUCCESS,IBAN,GIFT,2026-06-14 16:48:21
TRF-50449,CUST-1133,CUST-1268,28535.18,AED,SUCCESS,P2P,GIFT,2026-06-07 10:15:21
TRF-50450,CUST-1183,EXT-IBAN-949,21850.47,AED,SUCCESS,IBAN,SALARY,2026-06-11 23:30:21
TRF-50451,CUST-1049,EXT-IBAN-120,19882.48,AED,SUCCESS,IBAN,PROPERTY,2026-05-27 15:12:21
TRF-50452,CUST-1145,CUST-1104,29091.22,AED,SUCCESS,P2P,PROPERTY,2026-06-04 14:43:21
TRF-50453,CUST-1264,EXT-IBAN-689,26494.16,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-30 19:46:21
TRF-50454,CUST-1209,CUST-1171,21236.91,AED,SUCCESS,P2P,RENT,2026-06-08 15:21:21
TRF-50455,CUST-1135,CUST-1069,23872.37,AED,SUCCESS,P2P,GIFT,2026-05-29 07:59:21
TRF-50456,CUST-1228,CUST-1169,28771.03,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 20:49:21
TRF-50457,CUST-1165,CUST-1275,29969.81,AED,SUCCESS,P2P,SALARY,2026-06-11 08:43:21
TRF-50458,CUST-1154,EXT-IBAN-995,23698.09,AED,SUCCESS,IBAN,RENT,2026-05-31 02:32:21
TRF-50459,CUST-1147,CUST-1264,22774.29,AED,SUCCESS,P2P,PROPERTY,2026-06-01 15:16:21
TRF-50460,CUST-1165,EXT-IBAN-300,6661.0,AED,FAILED,IBAN,GIFT,2026-06-12 16:25:21
TRF-50461,CUST-1224,CUST-1072,11352.31,AED,SUCCESS,P2P,GIFT,2026-06-03 12:44:21
TRF-50462,CUST-1150,CUST-1000,15136.27,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-19 20:14:21
TRF-50463,CUST-1179,EXT-IBAN-570,22781.65,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-27 00:38:21
TRF-50464,CUST-1026,EXT-IBAN-250,22433.37,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-31 10:38:21
TRF-50465,CUST-1132,EXT-IBAN-316,23437.45,AED,SUCCESS,IBAN,SALARY,2026-06-14 08:10:21
TRF-50466,CUST-1053,CUST-1119,20244.24,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-22 13:08:21
TRF-50467,CUST-1215,EXT-IBAN-795,21436.23,AED,FAILED,IBAN,GIFT,2026-06-19 14:23:21
TRF-50468,CUST-1228,CUST-1063,25998.29,AED,SUCCESS,P2P,RENT,2026-06-20 01:38:21
TRF-50469,CUST-1069,CUST-1211,28298.87,AED,SUCCESS,P2P,PROPERTY,2026-06-14 06:45:21
TRF-50470,CUST-1283,CUST-1260,18183.33,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-21 14:22:21
TRF-50471,CUST-1139,EXT-IBAN-727,19519.39,AED,SUCCESS,IBAN,PROPERTY,2026-06-13 07:43:21
TRF-50472,CUST-1097,CUST-1181,13817.89,AED,SUCCESS,P2P,GIFT,2026-06-03 11:08:21
TRF-50473,CUST-1199,CUST-1243,16749.3,AED,SUCCESS,P2P,GIFT,2026-06-19 22:05:21
TRF-50474,CUST-1245,CUST-1011,10673.01,AED,SUCCESS,P2P,PROPERTY,2026-06-19 14:07:21
TRF-50475,CUST-1045,CUST-1152,22643.71,AED,REVERSED,P2P,FAMILY_SUPPORT,2026-06-18 12:45:21
TRF-50476,CUST-1029,CUST-1030,19318.32,AED,SUCCESS,P2P,PROPERTY,2026-06-17 01:52:21
TRF-50477,CUST-1190,CUST-1209,21792.88,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-25 04:39:21
TRF-50478,CUST-1125,EXT-IBAN-451,28759.77,AED,SUCCESS,IBAN,SALARY,2026-06-20 02:18:21
TRF-50479,CUST-1175,EXT-IBAN-351,27417.95,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-05-26 23:28:21
TRF-50480,CUST-1006,EXT-IBAN-132,1152.73,AED,SUCCESS,IBAN,GIFT,2026-06-15 12:57:21
TRF-50481,CUST-1030,CUST-1035,24457.24,AED,SUCCESS,P2P,SALARY,2026-06-19 12:33:21
TRF-50482,CUST-1040,EXT-IBAN-179,22973.23,AED,SUCCESS,IBAN,PROPERTY,2026-05-31 06:55:21
TRF-50483,CUST-1160,EXT-IBAN-953,2648.57,AED,SUCCESS,IBAN,SALARY,2026-06-02 11:07:21
TRF-50484,CUST-1141,CUST-1229,2341.2,AED,FAILED,P2P,SPLIT_BILL,2026-06-13 01:40:21
TRF-50485,CUST-1261,EXT-IBAN-195,19454.9,AED,SUCCESS,IBAN,RENT,2026-06-02 17:31:21
TRF-50486,CUST-1236,EXT-IBAN-837,12377.68,AED,INITIATED,IBAN,SALARY,2026-06-20 18:08:21
TRF-50487,CUST-1075,EXT-IBAN-660,523.89,AED,SUCCESS,IBAN,SALARY,2026-06-24 22:35:21
TRF-50488,,EXT-IBAN-451,19275.02,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-29 20:41:21
TRF-50489,CUST-1001,CUST-1118,17248.83,AED,SUCCESS,P2P,RENT,2026-05-30 05:56:21
TRF-50490,CUST-1008,EXT-IBAN-975,25153.37,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-13 18:21:21
TRF-50491,CUST-1079,EXT-IBAN-278,1691.11,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-20 05:03:21
TRF-50492,CUST-1016,EXT-IBAN-485,9260.47,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-29 21:52:21
TRF-50493,CUST-1232,CUST-1129,15035.26,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-24 06:48:21
TRF-50494,,EXT-IBAN-947,9853.07,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-17 12:29:21
TRF-50495,CUST-1258,CUST-1115,6808.53,AED,SUCCESS,P2P,GIFT,2026-06-23 07:45:21
TRF-50496,CUST-1158,EXT-IBAN-523,25942.6,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-22 13:19:21
TRF-50497,CUST-1187,CUST-1104,20245.76,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-17 19:45:21
TRF-50498,CUST-1136,EXT-IBAN-300,29116.32,AED,REVERSED,IBAN,SPLIT_BILL,2026-06-18 13:54:21
TRF-50499,CUST-1107,CUST-1178,28073.17,AED,REVERSED,P2P,PROPERTY,2026-06-20 03:23:21
TRF-50500,CUST-1250,CUST-1060,9869.66,AED,SUCCESS,P2P,PROPERTY,2026-06-15 17:28:21
TRF-50501,CUST-1038,EXT-IBAN-822,29135.21,AED,SUCCESS,IBAN,RENT,2026-06-22 13:19:21
TRF-50502,CUST-1235,CUST-1192,18643.97,AED,SUCCESS,P2P,PROPERTY,2026-06-13 06:49:21
TRF-50503,CUST-1159,CUST-1112,28640.09,AED,SUCCESS,P2P,PROPERTY,2026-06-23 18:32:21
TRF-50504,CUST-1100,CUST-1028,1997.67,AED,SUCCESS,P2P,RENT,2026-05-26 15:24:21
TRF-50505,CUST-1159,CUST-1088,3128.75,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-10 15:51:21
TRF-50506,CUST-1052,CUST-1026,15474.56,AED,SUCCESS,P2P,RENT,2026-06-23 21:08:21
TRF-50507,CUST-1044,EXT-IBAN-192,12077.24,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-16 19:26:21
TRF-50508,CUST-1100,EXT-IBAN-471,28570.48,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-05-26 09:46:21
TRF-50509,,CUST-1157,13256.48,AED,SUCCESS,P2P,SALARY,2026-06-12 06:03:21
TRF-50510,CUST-1184,CUST-1208,9127.22,AED,REVERSED,P2P,SPLIT_BILL,2026-06-12 03:08:21
TRF-50511,CUST-1221,EXT-IBAN-859,24016.59,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-16 00:48:21
TRF-50512,CUST-1072,CUST-1050,18435.54,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-08 09:11:21
TRF-50513,CUST-1157,CUST-1213,28051.32,AED,FAILED,P2P,GIFT,2026-06-25 06:57:21
TRF-50514,CUST-1194,CUST-1195,2843.84,AED,SUCCESS,P2P,SALARY,2026-06-15 00:04:21
TRF-50515,CUST-1128,CUST-1081,22214.6,AED,SUCCESS,P2P,PROPERTY,2026-06-20 01:16:21
TRF-50516,CUST-1042,CUST-1077,15001.68,AED,SUCCESS,P2P,RENT,2026-06-12 05:05:21
TRF-50517,CUST-1291,EXT-IBAN-955,28640.37,AED,SUCCESS,IBAN,PROPERTY,2026-05-29 17:51:21
TRF-50518,CUST-1293,EXT-IBAN-608,21267.07,AED,FAILED,IBAN,GIFT,2026-06-20 23:50:21
TRF-50519,CUST-1180,CUST-1071,-1,AED,SUCCESS,P2P,SALARY,2026-06-22 00:38:21
TRF-50520,CUST-1074,CUST-1080,28806.89,AED,INITIATED,P2P,RENT,2026-05-28 00:43:21
TRF-50521,CUST-1173,EXT-IBAN-672,22063.73,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-12 04:33:21
TRF-50522,CUST-1179,CUST-1074,10073.58,AED,FAILED,P2P,GIFT,2026-06-04 12:17:21
TRF-50523,CUST-1264,CUST-1075,24190.11,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-15 09:28:21
TRF-50524,,CUST-1093,23506.11,AED,SUCCESS,P2P,RENT,2026-06-11 22:25:21
TRF-50525,CUST-1174,EXT-IBAN-809,17408.18,AED,SUCCESS,IBAN,GIFT,2026-06-18 09:27:21
TRF-50526,CUST-1200,EXT-IBAN-546,7824.58,AED,SUCCESS,IBAN,GIFT,2026-06-12 20:16:21
TRF-50527,CUST-1181,EXT-IBAN-742,4079.39,AED,SUCCESS,IBAN,PROPERTY,2026-05-27 22:26:21
TRF-50528,CUST-1195,EXT-IBAN-845,20932.85,AED,SUCCESS,IBAN,PROPERTY,2026-05-26 08:21:21
TRF-50529,CUST-1199,CUST-1105,1621.38,AED,INITIATED,P2P,FAMILY_SUPPORT,2026-06-11 02:04:21
TRF-50530,CUST-1045,CUST-1011,23990.96,AED,SUCCESS,P2P,PROPERTY,2026-06-12 15:10:21
TRF-50531,CUST-1141,EXT-IBAN-593,13444.13,AED,SUCCESS,IBAN,PROPERTY,2026-06-10 06:06:21
TRF-50532,CUST-1008,CUST-1260,3681.53,AED,FAILED,P2P,SALARY,2026-05-28 09:20:21
TRF-50533,CUST-1125,EXT-IBAN-847,28524.62,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-30 22:55:21
TRF-50534,CUST-1235,CUST-1132,21945.76,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-16 01:54:21
TRF-50535,CUST-1122,CUST-1287,26487.01,AED,FAILED,P2P,RENT,2026-06-23 22:37:21
TRF-50536,CUST-1169,CUST-1288,3826.53,AED,FAILED,P2P,RENT,2026-06-12 05:03:21
TRF-50537,CUST-1261,EXT-IBAN-985,12150.16,AED,SUCCESS,IBAN,PROPERTY,2026-06-14 21:27:21
TRF-50538,CUST-1169,EXT-IBAN-954,19841.84,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-08 14:05:21
TRF-50539,CUST-1269,CUST-1081,21521.28,AED,SUCCESS,P2P,GIFT,2026-06-25 04:40:21
TRF-50540,CUST-1191,CUST-1125,13131.85,AED,SUCCESS,P2P,PROPERTY,2026-05-28 15:54:21
TRF-50541,CUST-1216,EXT-IBAN-797,12314.65,AED,SUCCESS,IBAN,PROPERTY,2026-06-05 13:21:21
TRF-50542,CUST-1165,EXT-IBAN-385,-1,AED,WEIRD,IBAN,SPLIT_BILL,2026-06-19 21:49:21
TRF-50543,CUST-1294,EXT-IBAN-950,4439.45,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-20 05:37:21
TRF-50544,CUST-1165,CUST-1244,20526.19,AED,FAILED,P2P,SPLIT_BILL,2026-06-19 21:58:21
TRF-50545,CUST-1250,CUST-1257,21270.7,AED,SUCCESS,P2P,GIFT,2026-06-17 17:14:21
TRF-50546,CUST-1269,CUST-1149,26625.31,AED,SUCCESS,P2P,RENT,2026-06-16 23:29:21
TRF-50547,CUST-1252,CUST-1060,10072.62,AED,SUCCESS,P2P,PROPERTY,2026-05-31 16:23:21
TRF-50548,CUST-1183,EXT-IBAN-173,13103.12,AED,SUCCESS,IBAN,PROPERTY,2026-06-17 23:11:21
TRF-50549,CUST-1004,EXT-IBAN-343,1542.12,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-11 20:43:21
TRF-50550,CUST-1056,CUST-1031,5790.55,AED,SUCCESS,P2P,GIFT,2026-06-18 14:41:21
TRF-50551,CUST-1243,EXT-IBAN-689,4699.25,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-12 13:17:21
TRF-50552,CUST-1277,EXT-IBAN-877,6488.25,AED,REVERSED,IBAN,SALARY,2026-06-10 12:45:21
TRF-50553,CUST-1210,EXT-IBAN-490,17053.38,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-25 02:11:21
TRF-50554,CUST-1259,CUST-1042,8274.1,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-28 21:44:21
TRF-50555,CUST-1170,CUST-1036,13187.08,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-07 19:46:21
TRF-50556,CUST-1248,EXT-IBAN-509,10410.32,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-17 18:40:21
TRF-50557,CUST-1125,CUST-1176,26780.26,AED,SUCCESS,P2P,PROPERTY,2026-06-01 03:07:21
TRF-50558,CUST-1136,EXT-IBAN-976,24749.63,AED,SUCCESS,IBAN,SALARY,2026-06-07 13:31:21
TRF-50559,CUST-1024,EXT-IBAN-239,22494.13,AED,SUCCESS,IBAN,SALARY,2026-06-16 09:04:21
TRF-50560,CUST-1293,EXT-IBAN-739,17999.06,AED,SUCCESS,IBAN,SALARY,2026-06-20 01:00:21
TRF-50561,CUST-1227,EXT-IBAN-518,27768.33,AED,SUCCESS,IBAN,PROPERTY,2026-06-11 07:48:21
TRF-50562,CUST-1043,CUST-1087,28480.08,AED,SUCCESS,P2P,SALARY,2026-06-17 04:52:21
TRF-50563,CUST-1125,CUST-1285,20223.65,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-25 06:55:21
TRF-50564,CUST-1081,CUST-1045,12532.71,AED,SUCCESS,P2P,PROPERTY,2026-06-15 00:01:21
TRF-50565,CUST-1262,EXT-IBAN-756,22464.23,AED,SUCCESS,IBAN,RENT,2026-05-28 20:53:21
TRF-50566,CUST-1175,CUST-1246,23449.23,AED,SUCCESS,P2P,SALARY,2026-05-27 21:03:21
TRF-50567,CUST-1033,CUST-1258,11270.6,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-01 23:22:21
TRF-50568,CUST-1049,EXT-IBAN-406,18140.26,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-22 18:47:21
TRF-50569,CUST-1141,CUST-1219,5376.4,AED,REVERSED,P2P,SALARY,2026-06-17 00:13:21
TRF-50570,CUST-1292,EXT-IBAN-778,13227.25,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-31 12:55:21
TRF-50571,CUST-1018,EXT-IBAN-696,10881.26,AED,SUCCESS,IBAN,SALARY,2026-06-25 05:56:21
TRF-50572,CUST-1113,CUST-1156,12985.69,AED,SUCCESS,P2P,SALARY,2026-06-01 00:03:21
TRF-50573,CUST-1210,EXT-IBAN-980,5282.9,AED,SUCCESS,IBAN,SALARY,2026-06-08 05:17:21
TRF-50574,CUST-1027,EXT-IBAN-886,-1,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-03 18:30:21
TRF-50575,CUST-1107,CUST-1177,13941.2,AED,SUCCESS,P2P,GIFT,2026-06-15 15:39:21
TRF-50576,CUST-1170,CUST-1063,13897.19,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-04 11:07:21
TRF-50577,CUST-1036,EXT-IBAN-346,19794.93,AED,INITIATED,IBAN,PROPERTY,2026-06-02 04:15:21
TRF-50578,CUST-1187,CUST-1180,15039.42,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-17 17:01:21
TRF-50579,CUST-1249,EXT-IBAN-376,11835.56,AED,SUCCESS,IBAN,SALARY,2026-05-26 15:17:21
TRF-50580,CUST-1077,CUST-1160,4379.79,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-17 01:04:21
TRF-50581,CUST-1176,CUST-1298,17954.25,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-23 18:47:21
TRF-50582,CUST-1206,CUST-1209,23633.07,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-13 04:59:21
TRF-50583,CUST-1210,CUST-1099,6441.48,AED,FAILED,P2P,SALARY,2026-05-31 16:40:21
TRF-50584,CUST-1000,EXT-IBAN-554,13977.17,AED,SUCCESS,IBAN,RENT,2026-06-04 19:37:21
TRF-50585,CUST-1049,EXT-IBAN-748,29373.22,AED,INITIATED,IBAN,PROPERTY,2026-06-11 22:36:21
TRF-50586,CUST-1063,CUST-1148,21423.65,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-11 17:25:21
TRF-50587,CUST-1145,CUST-1255,23009.17,AED,SUCCESS,P2P,GIFT,2026-06-03 18:45:21
TRF-50588,,CUST-1198,13830.51,AED,SUCCESS,P2P,SALARY,2026-06-17 18:58:21
TRF-50589,CUST-1224,CUST-1053,28206.51,AED,SUCCESS,P2P,PROPERTY,2026-05-27 05:10:21
TRF-50590,CUST-1017,EXT-IBAN-688,13002.66,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-03 21:37:21
TRF-50591,CUST-1050,EXT-IBAN-421,21123.89,AED,SUCCESS,IBAN,SALARY,2026-06-03 05:00:21
TRF-50592,CUST-1299,CUST-1281,12084.04,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-13 14:46:21
TRF-50593,CUST-1122,EXT-IBAN-598,20230.51,AED,SUCCESS,IBAN,SALARY,2026-06-05 13:31:21
TRF-50594,CUST-1250,EXT-IBAN-146,3886.21,AED,SUCCESS,IBAN,PROPERTY,2026-06-24 03:05:21
TRF-50595,CUST-1118,CUST-1109,24617.17,AED,FAILED,P2P,FAMILY_SUPPORT,2026-06-10 01:57:21
TRF-50596,CUST-1097,CUST-1139,14069.46,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-05-30 04:33:21
TRF-50597,CUST-1116,EXT-IBAN-729,25539.42,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-31 15:14:21
TRF-50598,CUST-1032,EXT-IBAN-552,8077.5,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-15 05:49:21
TRF-50599,CUST-1233,CUST-1026,6888.4,AED,SUCCESS,P2P,SALARY,2026-06-10 10:40:21
TRF-50600,CUST-1078,EXT-IBAN-674,804.44,AED,SUCCESS,IBAN,SPLIT_BILL,2026-05-29 14:09:21
TRF-50601,CUST-1241,EXT-IBAN-342,28381.97,AED,FAILED,IBAN,GIFT,2026-06-24 22:18:21
TRF-50602,CUST-1298,EXT-IBAN-539,24316.92,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-13 17:45:21
TRF-50603,CUST-1135,CUST-1038,5033.42,AED,SUCCESS,P2P,RENT,2026-05-27 18:31:21
TRF-50604,CUST-1250,CUST-1299,16419.3,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-15 06:19:21
TRF-50605,CUST-1163,EXT-IBAN-503,7959.97,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-03 00:05:21
TRF-50606,CUST-1109,EXT-IBAN-816,20608.9,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-16 17:56:21
TRF-50607,CUST-1266,CUST-1056,23185.34,AED,SUCCESS,P2P,SALARY,2026-06-09 00:20:21
TRF-50608,CUST-1109,EXT-IBAN-187,13531.86,AED,SUCCESS,IBAN,GIFT,2026-06-24 19:03:21
TRF-50609,CUST-1105,CUST-1029,19459.63,AED,SUCCESS,P2P,GIFT,2026-06-04 16:51:21
TRF-50610,CUST-1219,CUST-1227,23420.67,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-19 06:41:21
TRF-50611,CUST-1195,CUST-1133,5016.08,AED,SUCCESS,P2P,SPLIT_BILL,2026-06-12 15:49:21
TRF-50612,CUST-1124,CUST-1101,29244.59,AED,SUCCESS,P2P,GIFT,2026-05-31 03:58:21
TRF-50613,CUST-1106,CUST-1277,391.97,AED,SUCCESS,P2P,PROPERTY,2026-05-27 03:22:21
TRF-50614,CUST-1239,EXT-IBAN-398,1433.99,AED,SUCCESS,IBAN,GIFT,2026-06-02 02:07:21
TRF-50615,CUST-1055,EXT-IBAN-545,7155.29,AED,SUCCESS,IBAN,RENT,2026-06-11 15:35:21
TRF-50616,CUST-1247,EXT-IBAN-102,14509.27,AED,SUCCESS,IBAN,SALARY,2026-06-06 11:16:21
TRF-50617,CUST-1075,CUST-1255,16390.72,AED,SUCCESS,P2P,RENT,2026-06-01 04:54:21
TRF-50618,CUST-1256,EXT-IBAN-205,17250.37,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-24 15:05:21
TRF-50619,CUST-1152,CUST-1198,23885.57,AED,SUCCESS,P2P,PROPERTY,2026-06-08 11:01:21
TRF-50620,CUST-1042,EXT-IBAN-211,9720.89,AED,INITIATED,IBAN,FAMILY_SUPPORT,2026-06-11 21:20:21
TRF-50621,CUST-1128,CUST-1198,17095.38,AED,SUCCESS,P2P,SALARY,2026-06-08 20:50:21
TRF-50622,CUST-1007,EXT-IBAN-760,3964.12,AED,INITIATED,IBAN,GIFT,2026-06-06 06:09:21
TRF-50623,CUST-1027,EXT-IBAN-799,2121.08,AED,SUCCESS,IBAN,PROPERTY,2026-06-06 18:20:21
TRF-50624,CUST-1278,CUST-1203,11768.23,AED,SUCCESS,P2P,RENT,2026-06-15 09:41:21
TRF-50625,CUST-1126,CUST-1170,7506.6,AED,SUCCESS,P2P,SALARY,2026-06-19 09:01:21
TRF-50626,CUST-1205,EXT-IBAN-275,4260.84,AED,SUCCESS,IBAN,RENT,2026-06-02 11:38:21
TRF-50627,CUST-1261,CUST-1281,23790.39,AED,SUCCESS,P2P,GIFT,2026-05-28 14:45:21
TRF-50628,CUST-1188,CUST-1101,22692.36,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-10 06:46:21
TRF-50629,CUST-1209,CUST-1002,7217.43,AED,SUCCESS,P2P,GIFT,2026-05-28 20:42:21
TRF-50630,CUST-1193,EXT-IBAN-359,23156.08,AED,FAILED,IBAN,SPLIT_BILL,2026-06-04 20:39:21
TRF-50631,CUST-1155,CUST-1041,24243.82,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-24 09:53:21
TRF-50632,CUST-1044,CUST-1096,11060.92,AED,SUCCESS,P2P,PROPERTY,2026-06-15 13:25:21
TRF-50633,CUST-1173,CUST-1112,25876.57,AED,SUCCESS,P2P,GIFT,2026-06-21 03:49:21
TRF-50634,CUST-1248,EXT-IBAN-183,5807.76,AED,SUCCESS,IBAN,RENT,2026-06-11 06:17:21
TRF-50635,CUST-1155,CUST-1293,7646.79,AED,INITIATED,P2P,RENT,2026-06-04 14:06:21
TRF-50636,CUST-1129,CUST-1200,-1,AED,WEIRD,P2P,SALARY,2026-05-31 08:45:21
TRF-50637,CUST-1122,EXT-IBAN-313,16780.54,AED,SUCCESS,IBAN,PROPERTY,2026-06-22 13:38:21
TRF-50638,CUST-1237,EXT-IBAN-568,13095.72,AED,SUCCESS,IBAN,GIFT,2026-06-12 09:47:21
TRF-50639,CUST-1166,CUST-1158,19698.85,AED,FAILED,P2P,PROPERTY,2026-06-11 07:07:21
TRF-50640,CUST-1119,EXT-IBAN-792,19189.63,AED,SUCCESS,IBAN,FAMILY_SUPPORT,2026-06-13 01:22:21
TRF-50641,CUST-1135,CUST-1090,12634.96,AED,FAILED,P2P,SALARY,2026-05-30 05:45:21
TRF-50642,CUST-1174,EXT-IBAN-370,59.65,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-22 18:45:21
TRF-50643,CUST-1224,CUST-1155,6555.64,AED,SUCCESS,P2P,PROPERTY,2026-06-19 12:34:21
TRF-50644,CUST-1010,EXT-IBAN-496,25361.51,AED,SUCCESS,IBAN,RENT,2026-06-04 07:03:21
TRF-50645,CUST-1296,EXT-IBAN-937,9001.93,AED,SUCCESS,IBAN,RENT,2026-06-18 12:56:21
TRF-50646,CUST-1026,CUST-1055,29797.22,AED,SUCCESS,P2P,RENT,2026-06-19 14:40:21
TRF-50647,CUST-1148,EXT-IBAN-470,10565.24,AED,SUCCESS,IBAN,RENT,2026-06-06 04:50:21
TRF-50648,CUST-1085,EXT-IBAN-255,17319.63,AED,SUCCESS,IBAN,PROPERTY,2026-06-06 13:34:21
TRF-50649,,CUST-1104,15248.75,AED,INITIATED,P2P,RENT,2026-06-19 16:26:21
TRF-50650,,EXT-IBAN-859,13044.5,AED,FAILED,IBAN,PROPERTY,2026-06-08 03:07:21
TRF-50651,CUST-1034,CUST-1208,4009.89,AED,SUCCESS,P2P,PROPERTY,2026-06-02 20:37:21
TRF-50652,CUST-1233,EXT-IBAN-551,11268.83,AED,SUCCESS,IBAN,SALARY,2026-06-01 00:44:21
TRF-50653,CUST-1192,EXT-IBAN-247,14079.65,AED,SUCCESS,IBAN,SALARY,2026-05-31 00:04:21
TRF-50654,CUST-1043,EXT-IBAN-171,13162.26,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-22 16:46:21
TRF-50655,CUST-1095,EXT-IBAN-276,1022.84,AED,SUCCESS,IBAN,SALARY,2026-05-27 06:59:21
TRF-50656,CUST-1083,EXT-IBAN-306,20548.11,AED,REVERSED,IBAN,FAMILY_SUPPORT,2026-06-11 21:54:21
TRF-50657,CUST-1117,CUST-1110,11403.6,AED,SUCCESS,P2P,SALARY,2026-06-17 02:08:21
TRF-50658,CUST-1132,EXT-IBAN-679,20417.53,AED,SUCCESS,IBAN,RENT,2026-06-06 22:23:21
TRF-50659,CUST-1174,CUST-1097,26404.64,AED,SUCCESS,P2P,FAMILY_SUPPORT,2026-06-25 00:48:21
TRF-50660,CUST-1258,CUST-1069,14497.71,AED,SUCCESS,P2P,GIFT,2026-06-02 12:59:21
TRF-50661,CUST-1271,EXT-IBAN-359,16692.81,AED,SUCCESS,IBAN,PROPERTY,2026-06-03 10:18:21
TRF-50662,CUST-1054,EXT-IBAN-351,17380.79,AED,FAILED,IBAN,PROPERTY,2026-05-28 04:50:21
TRF-50663,CUST-1185,EXT-IBAN-270,9365.0,AED,SUCCESS,IBAN,PROPERTY,2026-06-01 00:13:21
TRF-50664,CUST-1227,EXT-IBAN-353,29801.07,AED,SUCCESS,IBAN,SPLIT_BILL,2026-06-15 09:53:21
TRF-50665,CUST-1285,CUST-1245,28538.34,AED,SUCCESS,P2P,PROPERTY,2026-06-05 09:32:21
TRF-50666,CUST-1203,EXT-IBAN-657,5453.77,AED,SUCCESS,IBAN,SALARY,2026-06-21 22:11:21
TRF-50667,CUST-1062,CUST-1086,2301.06,AED,SUCCESS,P2P,GIFT,2026-05-31 12:54:21
TRF-50668,CUST-1286,CUST-1166,12470.44,AED,SUCCESS,P2P,PROPERTY,2026-06-11 17:32:21
TRF-50669,CUST-1241,CUST-1276,23313.25,AED,SUCCESS,P2P,PROPERTY,2026-06-12 12:22:21
